;I1;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;I2;G20;I3;I4;I5;I6;I7;I8;I9;Kingdom;Phylum;Class;Order;Family;Genus;Species
9521f7cefb4e9648e8c0099a718b2213;0;9;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;uncultured_bacterium
1c658e8b24cb91ec3cac8662470b6a08;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;0319-6G20;0319-6G20;uncultured_bacterium
ab373b625e2336434897f1a021a89724;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
f7e627d43447c7e83e2ee0fc07e67edb;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;uncultured_Paenibacillus
ef5af48ec2b6c023c5de28c59cb08a40;0;0;0;0;0;0;9;0;23;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus_mutans
ed44d41eae0523501969e7078b609260;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
4be4d37759b1c02e0a29101ec8d4327b;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;uncultured_bacterium
2e8a31dff46f7cd5880b3c4045e0fc4f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;d__Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;uncultured_bacterium
9a1ad3d5df05949e3099db6a4426382d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
50be19a8d2830242681ea095a3b01b5a;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
5eb6a4e68f0cd897ad859241dc3db15b;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-001;uncultured_bacterium
bfb385fae809a1b5c3eef5a03a32f4e4;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_torques_group;uncultured_bacterium
013294676ede34c290a25d5da1d2540d;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
026a7201865e340fc468259cc1429fd4;0;0;0;0;21;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
025b3aa69aaaed4711317753a9125e9c;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium_vaginae
13785f0aa34992209c67c3caeebbd429;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus_parasanguinis
bf62a4ab99a8241d5a7c8a5b395c9bb0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
4f9106b58ba967a459b11a9d6f9ca4e0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured_bacterium
9cc19d433c2afc5d80525abb71569b24;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;uncultured_bacterium
5b593af56f4f9c8ddf119b7a4c14e29b;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;NA
d2056d7ce9b69aef41f72d361c733f7b;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;d__Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;uncultured_organism
2f7a13c13416fff5be074cf32995ec44;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
4e600506ee645a0ce35299d37cf9cbe5;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
a49250c4384a75c1e6edfacd291bbd5e;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;NA
2e29ed9423c8b8e7414fb8a787cb3f34;0;0;0;0;0;18;0;12;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
43ae1ec55764e0e4405fb5f5508d1064;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tabrizicola;NA
c8a7a84939355b06bf0a382ea46369e5;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
3312e84f37c7de5ffbc8f8e85051b2bc;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
35b91b23a4598c139c364dc36ecabb2d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;uncultured_bacterium
8ae299fe8aa39820660e7e6746ff1aae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
4b87d617037fa67943dffc6a3c61d1c8;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
7fae354ddff24a1e85ebb0672a362d50;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;Mitochondria;NA
a987d877591e353c69835e5d1fce8088;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
a82bde64cdb916106ef6cbaa710f7afc;0;10;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;uncultured_bacterium
5deda4c996ff6eed702016dfe9101b11;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
13c17eae11d52b1469b5f13b596d42e7;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured_bacterium
4db8ae9d5625798b14bceb726be28f7f;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;uncultured_bacterium
60bed339f40d58c6de65c2b894d2132e;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;uncultured_bacterium
05d757dba88ddd1e1e4e9974857a2b09;0;0;10;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_FCS020_group;uncultured_bacterium
d74e689eff9f208aea975f6da8e03673;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_cohnii
119e51e38e589ed2462a6199598f66da;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Merdibacter;uncultured_bacterium
00b79ea933a5175d6960c319783be3ba;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
33791a40ce8b107e35c10e808824e571;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
7d2372d42f1d42d13df847d0a396cafc;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;uncultured_bacterium
99a6ebc32d9673572115ac3156cd1bed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA
49a151115e630ce968f96c2126f6a3a9;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;uncultured_bacterium
edd44c9b2731aa616d33274ca70d5f07;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
2abf96f33fada4ba4894dbd8dd8f4b73;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;uncultured;uncultured_bacterium
b6f5a4399f6bd346ea7f591db5595a02;0;18;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
f51d9f310a6b219ce2348bccb775a142;0;8;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia;uncultured_bacterium
80fec919a42938d5b0c0e4397d82ea1a;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
34af8802b4003bab284252b56e65f6ac;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
8edce280eb15d6c48203f72f91643b4c;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;uncultured_bacterium
5f5279e09b059e9a1f8df4434795d07f;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
7c76f7c679220cf37848789b663c0a02;0;0;0;0;14;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;NA
0c774cbe50a7e5fc8fce8b5661c72a2e;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;uncultured_bacterium
00551d7358757af147cda07f614b8cfb;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;NA
1099950f329f9b0cc24b900fcc0a0d89;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
1fb6da3053c51de1ce8b5b8d754bbd6c;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemania;NA
b7a16a9bf84296ad20a311bdf466d5f2;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured_bacterium
e27c6a5f270add731f2136eacb0422e2;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;uncultured_bacterium
5bba94db59051b57f82f82af2657751b;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Dubosiella;uncultured_bacterium
4e9aaa26c7e610916d8d207a518c6d56;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;uncultured_bacterium
5741bc0a461d7a0840a8f23288a1dae9;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA
21cbc6108260c8e944fded2a574b284c;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia;uncultured_bacterium
984667c43adc599d945b00b271fe04df;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium;NA
4f904ebdd10ebd14b54b088e8710dd22;0;0;0;0;0;0;0;0;22;0;5;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;uncultured_bacterium
790ba0414cfcc71425fa4f477f8175e7;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured_bacterium
ecdf043f291b09607d8c96f419841261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;uncultured_bacterium
9a81fa7a27b0d5a615b174a39378493f;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_stutzeri
679cf36ecddf4cc82fa601bf915012ac;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Candidatus_Saccharimonas;uncultured_bacterium
5637d394610c0babc11f8cd08ec29efe;0;0;0;9;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;uncultured_bacterium
38ed7202efb87e3468f28422c76f6a86;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
ffb3bf7b7c32855e8d622314660e1a37;0;0;0;0;7;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured_bacterium
2cd30e9eda91687ba73dcae76f4f1880;0;0;0;0;0;11;0;0;15;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;NA
f470ba906e4fd78374331e91033f93ea;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
4d1e3b4391db561408e3768eb4a45e1b;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia;NA
a6bde860f1975c36c1c92f76851a0c6c;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
bddee504424cb052101e5a151585d733;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
0e264a89b565639712af8527e97633b8;0;11;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;uncultured_bacterium
7f6e1bd011c379d9e7df332c9caac4e5;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group;uncultured_bacterium
1485982d60d136a90f7630d78049ebe9;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
8878a0465f5d22d1c56917fe650a7df3;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;uncultured_bacterium
59a41591fddd00fb5913f0a516366595;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;NA
b9b10828ba7f31fb7ff57afdcdcb097a;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
225cbda0856f813437821aa6f21b06f2;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
089a1f1f72e5358297250366530029ed;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae;Gemella;NA
925c1c3fcc24b11201c967251a891c5a;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
c7586c56f3ca0daac700cd00ce4a74ba;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;uncultured_bacterium
0e2a8ed21186fc4aa886bb39adb2fe19;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK3A20_group;uncultured_bacterium
318669d5d926e9b81ca6911da00a14ea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;NA
ce8cfebd412da786bea6669e9ba01fe6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;d__Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus_lugdunensis
94b9b627739e3abb852e67fbb3c857c2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
bccbf865db1bae1077517bd21170722d;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;NA
04d73dbe49a864c5d1a2c4f18a60b1dc;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
a77d8d46613801802d21ef4042917455;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;uncultured_bacterium
f5210c9c83b265473ce108300278d8bf;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
309150a0f0edbc5e39aa8e74bfec0b26;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;uncultured_bacterium
548c1976ee9a5b9df7d2d89874c7c03d;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;19;0;d__Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;uncultured_bacterium
315af3c02e61d27e7a15f84be8773219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214_group;uncultured_rumen
c644dd2fe8dd44028035444047c3d983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA
f49b6dab9667b7929bb08a81b4d58ab1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
903b651d072fb2fc6f959d16905dea34;0;11;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;uncultured_bacterium
fa6956a33481d21382e3814e8f144ef6;0;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;uncultured_bacterium
dfc82561fb6ae5e03d37d5250f700a6b;0;8;0;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;uncultured_bacterium
18efcaa46f91704bb6ea1f2c915ed1a2;0;5;0;0;7;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214_group;uncultured_bacterium
7fd6a8fd06f07f444172e3789e19d84a;0;4;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;uncultured_bacterium
26c212f6c8ccbcdf0c033268ecbf9ae6;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;uncultured_bacterium
e209aa01fc1f6ee755a5ae479c3be879;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
970bef42a731dfd682a16d8bb7f13f19;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured_bacterium
58de1a776f099afee157cd5916a2da24;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;uncultured_bacterium
d6d70ee8797863743fabbeb5a35dd21d;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;uncultured_bacterium
c613d4022c77d4390bbcd76df5ad12aa;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;Odoribacter_splanchnicus
5170e3e964d3c0a17f530616e16860fe;0;0;0;0;9;0;0;0;0;1;0;0;0;0;0;13;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Afipia;NA
892a20bbdc3ce599dc0c5d9f0866c352;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus_faecalis
