;I1;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;I2;G20;I3;I4;I5;I6;I7;I8;I9;Kingdom;Phylum;Class;Order;Family;Genus;Species
011755eb178e98e08caf70b914473557;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
208134d9710bcf4724a053b364b131ae;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
7c1392372060c82f91782245f7b90595;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_clarus
d806bb52031a8cec179bd2fca017e2d4;0;0;38;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
98a36346b6f54de07dc88dc9d746f58f;0;13;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
2d7cbd5bbe37bf0a7e96d6a1029236ac;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
fbdf68015a6f96e7ff5c9c4e5bfa2b23;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;uncultured_bacterium
f14141d03c23f3658014090c72c23866;15;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;NA
e5520e69c39c46e11d9abb444c6f11a7;0;8;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
384d4c681853c4875391719d0bda7221;0;7;22;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium_breve
fbb5f4517af19046176f0450da87c035;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
2ab52c29dca62d954b0e48255a071ece;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
a47b4dc7cfdd15e4a610732ce5d2a494;33;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
1aa2c2a75a7f0e9890e45d4968e71744;0;26;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
c1eedbcfde0ec278a15691f85ef9055b;0;15;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;uncultured_bacterium
6f242646196b469414614442b178795f;0;10;0;21;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
c14ae3f0886a779ef157cbe9f6636974;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;NA
a6ecce04b6770ba62df9347a9855f8dd;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
81c15a14be532e991e3c94a7383fb9ae;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;17;0;14;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;NA
d6fb5a6d274b2864d58729b26b6573e5;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
0eebf22536faa70d10968eb4972b2736;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;uncultured_bacterium
31e78d394e5ab61f6ef9da25b5165b2e;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae_RC9_gut_group;uncultured_bacterium
688ade32fdbb604b2f69324215e4d8fb;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas_sp.
804d6df5289cd38caefc0812bff932c1;0;0;28;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;NA
17fdda78730bfacccea7d1b032ad0de9;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
efc3f9aac72a4e238fe485cb2336df5e;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
e6b05a69bc7fa8dc428caa3d409c9fbb;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
84d5b4caf97aa015e10e7cc6e8784be7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis;uncultured_bacterium
51f7c8ee44363f94d016d6907b20aced;0;37;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
4242e2a71cbd7f97c51027097d0bf9ea;0;26;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
8d929ac8c02787c02c5b3504495d231b;0;4;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
2884ad59e1a8475f312dcbb1442a98f5;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;uncultured_bacterium
45abb9cf1864db64359eec27983a0a18;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;uncultured_bacterium
4400354e1979621239b87e92c5a38a29;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
b32fa3c9f172688b2b638a8d3d9e3c91;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;13;20;0;0;0;d__Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chloroplast;Chloroplast;uncultured_bacterium
46d3ebe3f08a315c1b4af6adbe57e92c;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
6e2900cffb5af9f82c1f84740f1124f4;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;uncultured_bacterium
4efa1ebe4109727741438bbbee73f962;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas;NA
4a7f867d55034fd3b2b4b28e0b1dda36;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;Rhodococcus_erythropolis
6c2fe4aef3dde7e78c95017645795e84;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;uncultured_bacterium
ac60fa197b1c1cf62677ee9434c86b18;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium]_siraeum_group;uncultured_bacterium
6e7317c14238561fe5865674e3a3206d;26;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;uncultured_bacterium
3aef8bb7f47464bd8c11e5692ab3975f;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis;uncultured_bacterium
4020df7deec186db39e3dfad22abfa46;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;uncultured_bacterium
fbec061ef27c8379d7543a9cb0077beb;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;NA
49da2429319bb8bab3d9139319699d74;33;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
e5225d9ad60cd54861511a228f4809fd;0;15;0;0;0;0;0;0;10;0;18;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;uncultured_organism
d6403e5b4389d1c8f2e1c218c0a59134;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Veillonella;uncultured_bacterium
c20d14b07fe5f0c47efe8e0d0df75e22;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;uncultured_bacterium
6f323da0eca605b133f3270f331d52fa;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;NA
b24ef5fe8c1ad555a6db6fb7800398d1;0;0;0;13;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
c6b09e367e7b88ee369c370832ae67be;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;uncultured_bacterium
b1f914aca311f8af324b2eda493cda68;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis;NA
989c7913ba48b1c7330e2cd1269e1151;0;0;0;0;0;0;3;40;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;NA
31471dbc59eb13eb6a02d8b99cb50d1e;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;d__Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;NA
4eb5b015495a9ab3f9643676f92a0c72;0;0;0;0;0;0;0;0;0;11;32;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
9c7762885db6f2132f9dd191b408b7c6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;d__Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;NA
844c4b397377ff74018605ebbbcc3916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA
f1681bcc5274382eaf70ad85491c837e;0;12;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
7cf07b4004350bded4377afe1d9e10bf;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured_bacterium
23fcfa313d296c4f63803a333e6acb85;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;GCA-900066575;uncultured_bacterium
9c5cb244b90cf4739bdf512cecb109ca;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;d__Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;NA
6c1bfd075db534f844351ffc0b8d4f6a;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
18f557ed1fb6026bb8a6398984d19dd4;0;15;0;0;10;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-001;uncultured_bacterium
a9ad739441baac34ca629b50ff794425;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
96f1df5356b17e2d4b6eefc878357fcb;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Candidatus_Arthromitus;Candidatus_Arthromitus
aced6ad9376de9fe41d65d265733b663;0;0;32;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;unidentified
bb35a35e317aeaf3cdd5bef973af2498;0;0;30;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]_torques_group;uncultured_bacterium
7a1a7d3362a2f4e3bb2b0f088b9a6b84;0;0;0;0;23;0;0;0;0;6;12;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;[Clostridium]_innocuum_group;uncultured_bacterium
e807a965aaaefb822f5dba0bb4ecfcc4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
03c9767edaac5ecee0a0bb25c0fbda6d;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
2d16b7f72c11e9b2bb521f49193629ec;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;A2;uncultured_bacterium
16c6f384c3a28228f7b68b1154c7feec;33;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
414ea75fb1462d10153c7bed625b4b99;0;10;24;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia;uncultured_bacterium
768ccdd34adc1868618c3d7cb8f115e8;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium_sp.
25496a64517e79fae616627d6927854e;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;NA
9e1ac459c5d8f5495b61ae4fd3ca3f27;0;0;11;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
6343c15ef6a0b28bb8d019ebbcd0a55a;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
df829f8d3288011e9fbef9d3511e2e4c;0;0;0;0;13;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Weissella;NA
08b73661fb8b94854ee83d692130c972;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
c13a6aafab2eab2bd79393879bd0e860;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;d__Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;NA
c811c429722420ed4f8ac32df555925b;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;uncultured_bacterium
4cc835d67b5ea24fc22433a160b251c7;0;21;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA
e94a9da4bdf2d1d6fd8b6216ea53a5ab;0;0;0;0;11;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;uncultured_bacterium
e4cbdb62b293433e22c6c4d7b4ef33d7;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
af834f8b4448fba030c591dc3b5f5e6b;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia;Hungateiclostridiaceae;Saccharofermentans;uncultured_rumen
a5dd791d9f75e56bff1d4c4ed9d7006a;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-001;NA
dba42fd5fa555c066ec22372dd68225c;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
5a5487cfa28476bc1231e24e68e8aaad;21;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;uncultured_bacterium
942c85a5ce30e27155622d82ef326bc2;0;20;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;uncultured_bacterium
db3eb703594ca0faf029328e8f0942f5;0;11;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
e74a7d4ca3e5997218bff91b667c48ff;0;8;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured;uncultured_bacterium
0f9d0b932743a41f11eb3b5fd42981f3;0;6;0;0;12;0;0;0;0;11;9;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Dubosiella;Firmicutes_bacterium
9177723de5f0f3a51baebd285fe41b6f;0;0;0;0;5;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;NA
eef556a47f236aa10eccc36fb7f8d469;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Terrisporobacter;uncultured_bacterium
5c4d664b5d343d4740336c157bdb3e2f;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;uncultured_bacterium
e5a506b03788d5b4e0ea3e4bc6664ce8;0;1;2;13;4;8;0;0;0;0;0;0;0;0;0;0;0;0;9;0;d__Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA
ff651bd7b0bf6148e158f353fc40b47d;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
b8f980ec6ad0c86efb83bd1f64c3a252;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured_bacterium
6571d4be7e35ffc9aa74ff9b7bbeed59;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_ND3007_group;uncultured_bacterium
f06f7051c5a37c223b5b382091241a20;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella;NA
5fa91e7085571e2cbcd0e7d245975c76;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;NA
c45bdc76ea44887f5b4f2e1b02cb2fe9;0;0;0;6;0;0;0;0;0;0;0;0;0;14;0;0;0;17;0;0;d__Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chloroplast;Chloroplast;NA
86dd16fc976a6a3a3792cd8c050e7ef4;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae_R-7_group;uncultured_bacterium
49eca5f2a4ba9bb1c9988c2726e5cdb9;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis;uncultured_bacterium
2a7f54676fc3ea718fa179381025cf6e;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chloroplast;Chloroplast;NA
ab44862dfbb39d25dd3f5f93a63244c7;0;0;0;0;0;0;0;0;10;0;27;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured_bacterium
ee4ee223d4a97bb75d34503cc063e95b;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;6;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;uncultured_bacterium
f7610f2aa87585eb768c0c1e2dd991e6;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;uncultured_bacterium
0bff83efebafb503edc4a700f866ec63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;d__Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermovirga;uncultured_Synergistetes
7966f669971b26c2d74342a85e4c3880;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
a59c8414e490b5ec5269243b0de78cf0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
026fd0f9968c3b4d58c95e6bc2739ff4;0;17;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Shuttleworthia;uncultured_bacterium
abce03fb2362190ea5682902f801719d;0;16;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;Chlamydia_muridarum
096cb1590806c25cc3cef9da6f82ed9a;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae_NK3B31_group;NA
