;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;M14;M15;M16;Kingdom;Phylum;Class;Order;Family;Genus;Species
deabfa9b86859ef2403b750939009ee3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Lachnospiraceae_bacterium
4462df938f189c198fc3ee0d8b9a2065;0;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Phyllobacterium;NA
e1e864fa004a313134cf32d2719cda4b;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
34d969ee105ef66891a63cdaf33421bb;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
b818f01a7ab4a4e9e2151c2855b40a74;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Eubacterium_sp.
14f42041c98246b4ced459d3e7f11173;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerellaceae;uncultured_bacterium
c92c9325594f3b073df56309b50a68c8;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
084bef7e8e32e71ed5d902caf7855ca3;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;RF39;RF39;RF39;NA
d16a4faef202f2f76497bdd5a6f454b7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;4;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;uncultured;uncultured;NA
d8929c6cffb83e82b65714d1247694c2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Sideroxydans;NA
febb871be7b7e6bb10f0876c88e22832;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7;NA
733c66e7e6e37806f24fab6228249cd9;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter;NA
e1b80fbada9a3fa459eef9bbf1d0b22a;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured_Chloroflexi
83c7ef24696103224c3d015d6b027e21;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7;uncultured_beta
f0e553ecefa06933ddbbd979bba49988;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;uncultured_Polyangiaceae
881c31f0f4e44d6581c11b2f83471466;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parafilimonas;uncultured_bacterium
dd24be2ab14511f115a4a52505ad928f;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;NA;NA;NA;NA;NA;NA
feed8f7007aacb29875916081aa03263;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;uncultured;uncultured;uncultured;uncultured;NA
1b9883307976f21404f3974a793a5a3c;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonadaceae;NA
f4b8b3e66ae919b06f77787cfd8d8d83;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;uncultured_Acidobacteria
df731485c450c6df37de58495ed3a67e;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;uncultured_Armatimonadetes
05c19dfcb79554c59c109c2aaa786113;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Acidimicrobiia;uncultured;uncultured;uncultured;uncultured_bacterium
a8afceaef01c66fa25988c267688f861;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Patescibacteria;Parcubacteria;Candidatus_Nomurabacteria;Candidatus_Nomurabacteria;Candidatus_Nomurabacteria;uncultured_Parcubacteria
a35ff58d4dc2b26eb5a6bd33bf7fb647;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;metagenome
8dd06657d61a53305a42903ed7fab335;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae;metagenome
cae195825b24474a490d431e8fa85202;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;RF39;RF39;RF39;unidentified
31a313f6ff97bc1355bdcb9ba0782213;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chloroplast;Chloroplast;Oscillatoriales_cyanobacterium
590b25efb972da639ebe3a15b971eb9d;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Tumebacillus;NA
1d0f63452ed3a537089521b4cb511760;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;NA;NA;NA
a839a64b5213bedcc682e148529a0b85;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;SC-I-84;metagenome
580b6ced578f06dd4f67831de304e1ee;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;NA
857a202875fd0b55f12763dad73143d3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus_indicus
6e93c3923b949d9395119aaa76e8e87f;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Nitrospirota;Thermodesulfovibrionia;uncultured;uncultured;uncultured;uncultured_bacterium
28cc5c8c9e3fdbb9ecdbbd45f2aa7a01;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured_Rhodomicrobium
7f0688a9b5012c337993f6c7d7a8562c;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Subgroup_25;Subgroup_25;Subgroup_25;Subgroup_25;uncultured_bacterium
148ef47b0cf1abbcd54f55fbbf4325cf;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Nitrospirota;4-29-1;4-29-1;4-29-1;4-29-1;uncultured_proteobacterium
e22fdae418d5d6142415815809f9a5b7;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;Caldilineaceae;uncultured_bacterium
3c4023292b7ea82a3d76b24c166970ae;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Armatimonadota;uncultured;uncultured;uncultured;uncultured;uncultured_bacterium
335f53f67352d16781843f9062d636bb;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;LWQ8;LWQ8;uncultured_bacterium
7a54d421ebe984425025b24432bf3dda;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;uncultured;uncultured_bacterium
e1025cc3eed5d676351ea3ada96924ea;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;NA;NA
36f4576c4d6d0e58b516e45e29d55370;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadales;Chthonomonadales;uncultured_Lutispora
26740ce681163a9a66de13a05c9e779d;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_bacterium
9297612375a777d39d11c0173f42890b;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;KF-JG30-B3;KF-JG30-B3;uncultured_bacterium
2bb7ad2d5bb342bf2012541507e4edf0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;uncultured;uncultured_bacterium
f2308ad0c43a1fdeacf798a81dc86a44;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfomonilia;Desulfomonilales;Desulfomonilaceae;Desulfomonile;NA
880c2cfb1959739624a25a203364a1f6;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;NA
fbae681ffff97072125a43f0dad17b9d;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;uncultured;uncultured;uncultured_bacterium
d0ad06f0acb77202efb88f65ceae7e04;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7;NA
6591df250bbbd9446f3cc8577042a649;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;NA
d800a9f58dd3ce5d313fb06ba3f3f511;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;RBG-13-54-9;RBG-13-54-9;NA
a25f4b5ff304a4e0a9e9a85b8a6a9deb;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;IMCC26256;IMCC26256;NA
59ed51b7848b3e2cadfa221567c9995f;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;NA
b6ee93cbc158f9e231ac95cf63bd01f2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;Verrucomicrobia_bacterium
88b9a7a581853ef9c79e5bc6bccc6596;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Myxococcota;Polyangia;mle1-27;mle1-27;mle1-27;uncultured_delta
7cd2bcd0636addf0abe316450d05ebcf;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadales;Chthonomonadales;uncultured_bacterium
77aca81f11fc1ac9300847c597303b0d;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;uncultured_bacterium
2981e934b98b4a355a3ef8526744671b;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;BSV26;unidentified_eubacterium
56eb402edbbecda6193880b1ce712a52;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;NA
448d5bcceb12c0f140cb0ecb4107b861;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;NA;NA;NA;NA;NA;NA
659c9d9814e03457e07b7ad87d0901ec;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Firmicutes;Negativicutes;uncultured;uncultured;uncultured;uncultured_Sporomusa
5cd11c3547ca6709d185ea36fd1a274e;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;Acidobacteria_bacterium
bc868391f27514f35c0d057ffec27be7;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;uncultured_bacterium
168487d85e0b665fcc7bb8fa94671827;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca;uncultured_bacterium
21b565dbad96576918d7050bfee4f5f6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;d__Bacteria;Firmicutes;Bacilli;RF39;RF39;RF39;uncultured_bacterium
c4f218b63810cf4134bea6e73be8a903;4;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;RF39;RF39;RF39;unidentified
554e4f35234aebe3a3b9f94ab15401d3;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
535f1e5956a3e98c1c2330ed54d19df2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;NA
bb4322902ac8b860128a33477601259d;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]_oxidoreducens_group;uncultured_bacterium
08d0f4c31cf19cd96eeab3f4ea82aa6e;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;NA
f6460d629168d4e24de4263e9ca32450;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Nitrospirota;Thermodesulfovibrionia;uncultured;uncultured;uncultured;uncultured_bacterium
758e23a8e56011227adfcda9687e5945;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;uncultured_bacterium
c0517639c50426d3d86a525a740054d4;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;Rokubacteriales;Rokubacteriales;uncultured_bacterium
3941c4cb1a1f14fa8ef34e1803ffc4cf;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
0c86c3d9f46e6cdc5002b5933e6436c2;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;NA
74c7d05028bc58d292e2245a9ad6eb73;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;metagenome
88b749e752e2aadef69ff6dbb6ad2adb;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Dehalococcoidia;661239;661239;661239;uncultured_bacterium
50f9545effff130a30fc04a72e6d15ec;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;BSV40;BSV40;NA
0bfe15c75f9600cc00a4ae427a8bc3c1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured;uncultured_bacterium
6896f3c6596552dbb9803e27122a4e8b;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Patescibacteria;Parcubacteria;Candidatus_Azambacteria;Candidatus_Azambacteria;Candidatus_Azambacteria;Candidatus_Zambryskibacteria
8a9fbcedc6d03b86dfdf97a1c5bd82e4;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UTBCD1;uncultured_bacterium
91bdfab199cdbd99ddcc1005cd44c3b3;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Chloroflexi;KD4-96;KD4-96;KD4-96;KD4-96;NA
a601957a504e3b301956fd083eaa1088;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;uncultured;uncultured_soil
95505a3c0945ec754b702655f4c9e622;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;uncultured;uncultured_bacterium
77e5b9590f181da92cd454cd5c80061f;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosaetaceae;Methanosaeta;uncultured_archaeon
9c1edd8c786d8c080688c7919f91792a;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;NA
c59bc39f762bda27d38a734d01e95c86;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter;NA
1ac294a57b7d644fd1d94963b3fd25db;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;RBG-16-58-14;uncultured_bacterium
1a5a54e90b5deda66a4be75d7913d366;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;uncultured_Prosthecobacter
18def6c554de6ff817526626cdfdc2ab;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;NA
5e06e4c504827ff44ad750ed4a3a15da;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;NA
0d9beea6e8afdd4bb45bbdda3041f512;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaeraceae;NA
3d9a4a812feda07fc383e28c634be039;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;uncultured;NA
e52a5eb7134d70b4716f7d6a166dc625;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Pla4_lineage;Pla4_lineage;Pla4_lineage;Pla4_lineage;metagenome
4810ab483265884734375306c45e077e;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured;uncultured_bacterium
4ad277dc9ff784c16c86c20c13bc9a8d;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira_defluvii
74d49598c876388dbd98d472a42d6c4e;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;NA;NA
eac5e8d5ed2f75f8c8a118f36e1d02af;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;uncultured;NA
749e85981e78f7cb2e0d39c3a74cf154;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured;uncultured_bacterium
1d824395edd773ca7bab64a719c89499;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter;NA
35904d7195cedb79269c006f31b9e083;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured;uncultured_bacterium
fac95da781ad1095e0c0a3b4e825a98d;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;RBG-13-54-9;RBG-13-54-9;uncultured_Anaerolineaceae
f7bd665e69b3dffe010ca7c7b8acd09b;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4_lineage;NA
26d9c83670697b3c5f5758c792e1446c;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Xiphinematobacteraceae;Candidatus_Xiphinematobacter;NA
23b67c782f03b01a2442b56fea3d4fe6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;11-24;11-24;11-24;uncultured_bacterium
8c412e55c82a72b2ee9fa4d6705133cf;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Chloroflexi;SHA-26;SHA-26;SHA-26;SHA-26;NA
403034b05ba177d7294278f5301078f0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Bacteroidota;SJA-28;SJA-28;SJA-28;SJA-28;uncultured_bacterium
6b2709e5ba6ac83ae2113c96f7a8ce0f;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Nitrospirota;4-29-1;4-29-1;4-29-1;4-29-1;uncultured_bacterium
9d71d217aa602f8753c5edc8cf2b18e4;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured_soil
5790cd05521bb7e72bf2e7e3ec706345;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;Latescibacterota;uncultured_Pelobacter
be2e3fc827524d6e61bbf198535408cd;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;uncultured;uncultured_bacterium
70e17e0e6eceda5c622e92fc1bbcd8e9;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;NA
3346a3a61a0aeaa7c4de9589e36b153b;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;NA;NA;NA;NA
1c453f02fbd21120ca38e94690a2c4a4;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;TRA3-20;NA
cd5273444623fa755198896973d8cbb4;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;Gemmatimonadetes_bacterium
ee71ce9867efa84d832a600a17e6c493;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;uncultured;uncultured;uncultured_bacterium
f657931ce0e5c0ce1950eaa9eeb5e239;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
3f91f2ca8dd39b2b86dfad3c50cb5ff1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured_Green
ddedb8daeeeb87c5c5a1c0a3716ed2bd;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;NB1-j;NB1-j;NB1-j;NB1-j;NB1-j;NA
d2f1a12d546cee76907f081a6f772030;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;NA
c5e6332450573c22458069e46b7ae527;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured;uncultured_bacterium
4ec85da9c4427add1a84f67bf1d25d93;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;uncultured_Verrucomicrobia
aae98c041c926a2f24679a405dedb07a;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Aurantisolimonas;uncultured_bacterium
e1c87d98d7cc307849d01da3e3520a65;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter;uncultured_bacterium
382473ca1ac9987f7163d992d94e89dc;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;d__Bacteria;Firmicutes;NA;NA;NA;NA;NA
ed53a903b0e1428bd6cc38ba8ef17baa;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
