;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;M14;M15;M16;Kingdom;Phylum;Class;Order;Family;Genus;Species
17f166c05517c7b5deedcb96caeaa6ce;22;13;10;8;0;0;3;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Paludicola;uncultured_bacterium
40a8753ecf96937b4ef6e3cf72f1e005;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;NA
46d3ebe3f08a315c1b4af6adbe57e92c;0;0;0;0;0;0;0;0;0;0;43;13;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;Ruminococcus_sp.
1b1d113910d331f5ff136ff118ae0258;0;0;17;12;26;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;NA
4247db336a228abeebf680f0d5281da8;0;0;0;11;12;5;0;4;3;0;5;6;9;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;NA
56495f15fa132df9104c7fa9b1b196b8;0;0;0;0;26;0;0;0;0;0;0;0;0;0;29;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;uncultured_bacterium
d187bafb45edd127a9c101cb07c20e09;0;0;0;0;21;0;0;15;0;0;0;0;0;19;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;uncultured_bacterium
0d4ab09b1eee3b2b89a7d68c62c267e7;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;NA
25ddeba72d9f780d38c7d211e4e8f141;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_soil
2d257553a6e4a29d1049474d2805c1fb;15;7;0;14;13;0;0;0;0;0;0;0;0;5;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;Dorea_sp.
6f196f110f8f466aab948250105bedd7;0;8;0;24;22;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured_bacterium
f439164ced72e355a94aec4eb12f837f;9;10;0;7;0;12;0;15;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;NA
8bee12c45f4dc4dfc7ade55870939c3d;0;0;0;19;13;0;0;21;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
6590a101702d21bb587c722ba926ebcb;0;0;0;0;0;13;0;32;0;0;0;0;0;0;8;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;NA
b15d7a4b2fbf7682696a9ba03f953641;12;16;14;10;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis;NA
2054623dca169be01712567bf99c0543;0;16;0;15;0;0;0;0;21;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;uncultured_bacterium
886286b87bf39aded1a0a1fe156b4122;0;0;0;0;0;0;0;0;36;0;0;16;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
8461de2b49aa5982475f15b8b221bdb9;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
2196cb99591097143ed2f10993eb8284;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_soil
bb1ace637b09cb64087b7b31e8115364;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;uncultured;uncultured;NA
22db28ac5ede605a8ccfc34257af8d0d;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;Ruminococcus_sp.
1b1866acfc4e964443f0a1ab12a7216d;0;0;0;0;14;0;0;11;0;0;0;0;6;6;7;7;d__Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured;uncultured_bacterium
650371846b4d0178e5b9768b2b812fe3;0;0;0;0;0;6;0;0;0;0;0;0;12;6;0;27;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_FCS020_group;NA
3338c4e91a3e4fe8307717a7482391e5;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
1f53feb339d1a930fba4089a8db93495;22;0;0;0;0;0;0;0;0;0;0;0;16;0;0;12;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;unidentified
393338cf834f6f616e6b99f288284b7d;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
a3a237ac98f3d70ef3e85a84b74795cd;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
9171265989ee178c441ad28afbf9dffa;0;0;0;0;0;0;0;0;0;0;0;0;38;4;0;8;d__Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridiaceae;uncultured_bacterium
6de85edf6f0be097c5303790f4b999e0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
c6f17c0eb76c8fe546c82cc32c22b2c5;6;0;0;5;4;0;11;4;6;0;0;0;0;4;8;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;unidentified
0aca98da25e009107eacf9700be0d751;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;SC-I-84;NA
c37062435080791dfcb88ba88011759a;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;uncultured_bacterium
ff651bd7b0bf6148e158f353fc40b47d;0;0;14;10;0;7;0;0;0;0;0;0;0;16;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
df1c930be88f1cbc722adfc52dae1f46;0;0;8;5;0;0;0;0;12;0;0;9;0;5;8;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-010;uncultured_bacterium
49aa630a692551aaa76d924407b6080b;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;d__Bacteria;Nitrospirota;4-29-1;4-29-1;4-29-1;4-29-1;uncultured_bacterium
69495bfc05dfce4cd42f385cf96110d2;0;13;0;12;0;0;0;0;0;0;0;0;0;0;21;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;unidentified
f211fa3ad27d25782d9e790b71e3d355;0;0;0;37;0;9;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
4e5dbd89de2ddd68d6e4d327717bb6c6;0;0;0;0;40;0;3;0;0;0;0;0;0;0;3;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;Lachnospiraceae_bacterium
8d2a29d23de2d1b6cada06bf85915274;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;NA
72d78ad803e3cfc73fca6825e5fcddc1;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;d__Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured_soil
ccff9d472619621e4aa3b10a81eef832;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Holophagae;Subgroup_7;Subgroup_7;Subgroup_7;uncultured_bacterium
34536532bf1b632408e5cdecbce06d60;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;d__Bacteria;Myxococcota;bacteriap25;bacteriap25;bacteriap25;bacteriap25;NA
857379c286b29949e97fe6e97ede02e5;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;NA
a71b563d8fe14c776bda4709ab8aced2;0;0;0;0;0;0;0;0;19;0;0;0;12;13;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;Clostridium_sp.
554d7d86bdbbccb94059ad8e22bfa8ea;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;NA
4b70a881a842e1ccfa00774332e02f78;0;18;24;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
08da1ecef85291c80c847e1cabf70b5e;0;0;0;0;0;0;15;27;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-001;NA
3f0ff999c7384237573fe92561469c40;0;0;0;0;0;0;0;0;9;6;0;0;0;6;1;20;d__Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculaceae;uncultured_bacterium
5459a8495498686c8328c5c57a78ece7;0;25;16;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
eabd41028b3b1a9535b2cfe48549ae7f;0;0;0;0;7;7;11;16;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;NA
9abd6f7e5222da062a553f5fdf452567;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter;NA
25f70f12e551826633afa8769428f90a;0;0;7;14;0;0;0;0;0;0;0;0;0;7;7;5;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
04f7a83a92c9ab57b3043876e1df6ce2;0;0;0;21;19;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;NA
01f1c3ccd6fccbb920f6d4b6452ed495;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;uncultured_bacterium
fb6330ae06c5bce71aeb73f188b3e271;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;NA
e5e665f14e3b0bbe02fd56758ff67c5a;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;11-24;11-24;11-24;uncultured_Acidobacteria
d2f752b9b0997108e8c2577dbdcdf00d;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;GCA-900066575;uncultured_bacterium
fd92a5405d332b81dc5396d5a96a46a7;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter;NA
6436a7266d2275ac9f2dac6ed7d7b231;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;uncultured;uncultured;NA
9c874570bb8f6c47fc341466d841b9c4;18;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
4980f522fc67aaab3088a9bf59fd3bbe;0;4;0;6;0;0;0;0;0;0;7;0;10;7;2;2;d__Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Chloroplast;Chloroplast;NA
6cb3f6fd935a831537c9052b9a4284e2;0;0;17;0;0;0;0;0;0;0;0;0;9;0;0;12;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
8e592fe0a3b48d0c7ee3d3550cffaba7;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;uncultured_Acidobacteriales
98ee063146e2bf4ff578ce433fd02dc5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
8ae3caba9b8bffe6cd0720d0bf0861b7;15;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_FCS020_group;uncultured_bacterium
a9fb538144130319af767a4873d2c873;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
9d9667cd08f08c88b28a6514cc6f7f14;0;0;0;0;0;0;0;0;0;0;0;0;0;17;11;9;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;NA
ed6e5aea51360b3d915093464ec2c262;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA;NA
8a01635d4be1e8f702169841a1c98cf0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;NA
10f38d40c54b696e8c68cb070c231e91;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
1be897ba1ae9fde0a82ba4d0c71f159b;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;15;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;uncultured_bacterium
6166cd8b69d6af6ba6e209d4d4f839eb;0;7;15;0;0;0;0;0;0;0;0;0;0;0;4;8;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;uncultured_bacterium
e90272cf3abefd396b1cb2c20d064d4a;0;0;0;0;19;0;15;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
8ffcd9cda8ec9182aabfe821571caabf;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;NA
20eb9e532d72684b2bb01c583dde04da;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
68ba718fbb2b7b213c0a5e35a65fcbdd;0;6;0;27;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae_Sedis;Clostridium_sp.
f145573a270b6845414d2cf1a51f5ad2;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;NA
d80107af0b0bc3de69c64199ecd33710;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
d8313f69cb3081d910cebac4105543a9;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;NA
783c8fcb143df02007c1e008b8aeb945;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_NK4A136_group;NA
f87cc42a2cfb30c30d4424078a2fe410;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
2c1ca646f21790c9fd0d628144304151;0;0;14;18;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;Clostridium_sp.
822acb38fdb47e909edf9ff45e93116c;0;0;0;0;9;9;0;6;0;0;8;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;uncultured_bacterium
ff212f4e2a1a345d0e29d5ac8e184b6b;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
3321890ce25274f5af3f34ca390be8ea;0;8;13;0;0;0;0;0;3;0;0;0;0;7;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]_coprostanoligenes_group;[Eubacterium]_coprostanoligenes_group;unidentified
2d16b7f72c11e9b2bb521f49193629ec;0;0;18;0;0;0;8;5;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;A2;NA
5c4ba5e63dcbce7edcf378436356a0f5;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
f616337239257be95bcc75c48f993f45;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
a6a4833cc987266df699941de7df95b0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Candidatus_Koribacter;uncultured_bacterium
3110f89fcba0886fec523092cb88b2b4;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
541b414a41473ca5d9b1348ee413149b;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI_0001001-H03;NA
a4f437d48b2e2d01a9e168502b65f5d0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;uncultured;uncultured_Bacteroidetes
baaa13a0304b1edb4aa00a11410e7858;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
1ab2af00e8a7771da01ae024743c22d6;0;0;0;20;0;0;0;0;0;0;0;0;0;10;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;NA
123e8afb142134d5ba98230fad9af166;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia;uncultured_bacterium
fd3c4a5c3759b3b43fcfd89b48f0a67d;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;uncultured;NA
23497352868cd11977c58434901861ff;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;Planctomycetales_bacterium
7c362dcc52028943ee9e7d9d300807a1;0;0;0;0;0;0;0;0;0;0;14;9;7;0;0;0;d__Bacteria;Firmicutes;Bacilli;RF39;RF39;RF39;uncultured_Erysipelotrichia
45df9079e249cd87fe9fbc149c1d8384;0;0;0;0;0;0;0;0;0;0;10;8;0;0;0;12;d__Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium]_nodatum_group;NA
fc479c5bb67e367eadafd9deeb5040f8;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;19;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured_bacterium
94329d81e639fb55ce803dca34467d57;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;unidentified
0ab466189c9672260527152de5600d6e;0;0;0;11;0;0;0;0;0;0;3;0;0;0;0;15;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter;uncultured_bacterium
7a98bca6537ed0f7b9d60cb91ec45a5e;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;JG30-KF-CM45;NA
3b1634098129ed729356b85865252fe1;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;NA
5635f91385a60a1d8541c2a4f1ac3424;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;uncultured;uncultured_Acidobacteria
0e10e5fd98fbc4078eb3c853f32dd6a4;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;d__Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;uncultured_Spartobacteria
9448181ec82e95a5373d5708649ef72f;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
efbf5408f30f33f0e48752a9f7f6e2f1;0;0;23;5;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;unidentified
5e59e92b5203cf88b45515feb4dd90a1;0;0;0;12;0;16;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;Clostridia_vadinBB60_group;unidentified
68930ef584e6f9dc5a5d74862de5f506;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
2af32918fabae0ad7f8337cc29faf1a9;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
ff30f22d4b75fc0213fb431ec7599bcd;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacteraceae;NA
74f1d0ae3508922062c881477a240b32;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;d__Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;NA
c877f1a432a06c14c6593151e1b75587;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;d__Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;uncultured;metagenome
a0bb97c26ec17aaa84a181a58db732f9;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;d__Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA
722b61f93de83b96a57e23c437d4f667;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
a176ffaafdc8f417fc9c2270797b2f8a;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;d__Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;uncultured;Clostridium_sp.
6d39f785060773905135d182dfdd26f7;0;0;0;0;0;0;0;0;0;0;0;0;0;21;7;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
58038055caa314c384db91ebb63e2902;0;10;0;0;0;0;0;0;17;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_FCS020_group;mouse_gut
d409627c4a2014146e9ea913945b4665;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Clostridia_UCG-014;Clostridia_UCG-014;Clostridia_UCG-014;NA
5869a42e31899d7780629f0716109cf5;0;0;0;23;0;0;0;4;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;uncultured_bacterium
02c51ed474f65d0a152be98d57627ebb;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;d__Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae_UCG-001;NA
a3fe902b89b98ed92c0a66b6e69c1f73;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;d__Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA
c15e2e5d828d7dd0e937efd2f2465bd5;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;d__Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067;NA
c1423bba6b6618e5312c62d2353df943;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;d__Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;WD2101_soil_group;uncultured_bacterium
